year,subject,microtopic,questions
2015,General Studies I,"Beginning of the modern age: disintegration of the feudal system, Renaissance (humanism, art, architecture, literature, science), Reformation, explorations/discovery/trade, colonization and the rise of the nation-state, the English Revolution",1
2015,General Studies I,"Rise of Revolutionary Nationalism in India and abroad (Ghadar party, Abhinav Bharat, HSRA); role of Subhash Chandra Bose and the INA versus the Gandhian approach",1
2015,General Studies I,"Gandhian mass mobilization phases (Non-Cooperation, Civil Disobedience, Quit India) and the special role of women in this phase",1
2015,General Studies I,"Temperate cyclones, polar vortex (and its link to ozone depletion), El Nino/La Nina/ENSO and the Indian Ocean Dipole effect on regional and Indian monsoon climate",1
2015,General Studies I,"World climate types: equatorial, tropical monsoon/marine, Savanna, hot desert and mid-latitude desert, Mediterranean, temperate continental/oceanic/steppe, China-type, British-type, Siberian, Laurentian, and Arctic/Polar climates",1
2015,General Studies I,"Tropical cyclones: formation conditions, convective cyclogenesis, path, damage, Arabian Sea cyclones, naming conventions, and early-warning systems",1
2015,General Studies I,"Overview of economic development since Independence: Five Year Plans journey, agriculture (land reforms, post-Green-Revolution issues, agrarian movements, achievements/challenges), industry (public/private sector development, industrial policy, Make in India), New Economic Policy impact, and post-In",1
2015,General Studies I,"Mineral and energy resources: metallic/non-metallic mineral types, distribution and mining regions, ferrous/non-ferrous metal production and trade, energy classification, conventional energy sources (coal, petroleum, natural gas, hydro-electricity), atomic energy (uranium/thorium), renewable energy ",1
2015,General Studies I,"Population and associated issues: suicide deaths in India, 'great replacement theory' discourse, population crisis in Asian nations, manual scavenging as India's 'dirtiest job', caste-based violence, need for caste census, silver economy and elderly-welfare initiatives (SACRED portal, SAGE, Elder Li",1
2015,General Studies I,"Indus Valley Civilization: major cities and town-planning, internal/foreign trade, agriculture, domestication, crafts, weights and measures, script, society, religion, economy, burial system, and decline",1
2015,General Studies I,"River-basin & water-resource management: Indus dam construction prospects/challenges, integrated river-basin management, shrinking reservoir water, declining groundwater, multipurpose projects and regional development",1
2015,General Studies I,"Geology: minerals, major crustal elements, physical characteristics of minerals, rocks (igneous/sedimentary/metamorphic), rock cycle, and rock-soil relationships",1
2015,General Studies I,"Caste system: structural resilience as a barrier to social mobility, and its adaptation to modernization/secularization",1
2015,General Studies I,"Resource geopolitics: Arctic ice-melt causes/consequences, Arctic resource-driven geopolitical conflict, and mineral resource base as determined by geological structure",1
2015,General Studies I,"Industrial localization parameters: distribution factors for iron-steel and cotton-textile industries in India, and why petroleum refineries are often sited away from crude-producing areas",1
2015,General Studies I,"Poverty and development issues: concept of development, Sen vs Bhagwati model, crisis of development",1
2015,General Studies I,"Women-related issues: hysterectomies, workforce participation gaps, gender disparities in poverty, women in corporate roles, abortion rights, gender digital divide, menstrual hygiene, surrogacy rules, sexual harassment at workplace, domestic violence, marital rape, women in STEM, female entrepreneur",1
2015,General Studies I,"Colonialism and Imperialism: the age of imperialism (1870-1914), imperialism in Asia, and an analysis of colonialism",1
2015,General Studies II,"Multilateral relations: WTO (decision-making, Nairobi Package, IPR, reforms, agriculture issues, FTAs), IMF and reforms, nuclear-security architecture (NSG, MTCR, NPT), BRICS/BIMSTEC/IBSA/SAARC, India-ASEAN economic cooperation",2
2015,General Studies II,"Statutory/regulatory/quasi-judicial bodies: CVC, CBI, NHRC ('toothless tiger' critique), SHRC, Central/State Information Commission, NGT, SEBI, IRDA, TRAI, NCLAT, National Consumer Disputes Redressal Commission, Lokpal and Lokayukta, Planning Commission legacy, PMO, Zonal Council",2
2015,General Studies II,'Health for All' target vs structural health-infrastructure gaps; rising out-of-pocket health expenditure; commercialization of healthcare vs universal affordable public care,1
2015,General Studies II,"Global institutions: UN structure (UNGA, UNSC and India's candidacy, ECOSOC), ICJ, UN specialised agencies (FAO, ICAO, ILO, IMO, ITU, UNESCO, IFAD, WHO, WMO, WIPO), World Bank",1
2015,General Studies II,"Constitutional bodies: Election Commission, UPSC, State PSC, Finance Commission, GST Council, National Commission for SCs/STs, Special Officer for Linguistic Minorities, National Commission for Backward Classes; Non-Constitutional Bodies: NITI Aayog",1
2015,General Studies II,"Digital governance & information regimes: 'concern about democracy in the digital age', internet shutdowns, fake news/hate speech, IT rules on OTT/digital media",1
2015,General Studies II,Civil-society organisations' impact on public policy formulation; FCRA compliance tightening and civil-society funding constraints; SHG federated models scaling beyond microfinance into market linkages,1
2015,General Studies II,Right to Education Act's access-expansion vs persistent quality challenge; MGNREGA's asset-creation and distress-migration-reduction performance; National Rural Health Mission's implementation challenges; TPDS's effectiveness in reaching 'the poorest of the poor',1
2015,General Studies II,"Major powers: Russia (strategic cooperation, Russia-China impact on India), China (economic relations, water disputes, String of Pearls, Maritime Silk Route/BRI implications, border disputes, South China Sea, CBMs), USA (strategic consultations, counter-terrorism, trade, energy/climate, S&T/space, d",1
2015,General Studies II,"Evolution and key principles of Indian foreign policy: determinants, NAM/NAM 2.0, Panchsheel, India's nuclear doctrine, neighbourhood-policy evolution, Look/Act East and Look/Act West policies",1
2015,General Studies II,"Separation of powers: features in American/UK constitutions, checks-and-balances in the Indian scheme, judicial review, and the concept's practical limits",1
2015,General Studies II,"The Governor, Chief Minister, Advocate-General, and State Legislature: appointment, discretionary/ordinance/pardoning powers, composition of Vidhan Sabha/Parishad, legislative procedure, and inter-house relationships",1
2015,General Studies II,"Poverty, hunger and health governance: evaluation of schemes (MGNREGA, PM-POSHAN, Ayushman Bharat) and policies (NHP, NEP) against poverty/hunger/health/malnutrition/unemployment/distress-migration",1
2015,General Studies II,"Council of Ministers, Attorney General of India, and Parliament: composition of Lok Sabha/Rajya Sabha, qualification/disqualification, sessions, law-making procedure, officers, motions/resolutions, powers and privileges, financial proceedings, comparison of the two Houses, women's reservation in Par",1
