row_type,row_id,paper_year,question_number_or_topic_id,text_preview,flags,sample_reason,decision,notes,assign_topic_id,difficulty
"question","50a4e447-12c1-4cad-8ce7-099bdc15ab41","2025","9","Which of the following is not typically considered one of the key financial sector regulators involved in the Inter-operable Regulatory Sand","","","","","","medium",""
"question","0051e2c4-4baa-4916-8b84-b4b7992ce1f6","2025","9","Consider the following statements regarding Payment Banks in India: 1. Payment Banks can accept deposits from individuals and small business","","","","","","easy",""
"question","f0e6a88a-a9a6-4c19-a00f-f998779da012","2025","9","Statements: Y < R ≤ D = N > J; C ≥ L > M = D > G; E < R ≤ B < A = Z Conclusion: I. L > E II. A ≤ M","non_ascii_suspect","flagged","","","","",""
"question","71510840-3a51-431f-9eb6-899521bbe8d9","2025","9","8, 5, 4, 0, -24, ?","","","","","","",""
"question","7e48760e-ceb5-443d-9aa6-bce5817c76e7","2025","9","Which one of the following is NOT a typical function of SEBI?","","","","","","easy",""
"question","03241735-4b36-4b4b-afc0-07c3540b3b31","2025","9","The United Nations Secretary-General hosted the first Biennial Summit for a sustainable, inclusive, and resilient global economy. In which c","","","","","","",""
"question","f2edd376-8c49-4e76-aa73-87c9a864dff3","2025","10","‘Proximate cause’ in insurance refers to:","non_ascii_suspect","flagged","","","","easy",""
"question","ef16ad72-6c3a-4543-96a0-19d64c28139b","2025","10","Rolls-Royce opened its largest and most advanced Global Capability and Innovation Centre (GCC) in which Indian city?","","","","","","",""
"question","b156d9ba-7ee3-4401-b453-cc8468d7b2a4","2025","10","What is the primary purpose of the Audit Committee?","","","","","","easy",""
"question","efe921d9-6468-4083-b136-7563f4cd9975","2025","10","Statements: N > Y ≥ L = P; U < F ≤ T < P; M ≥ R > U Conclusions: I). Y > U II). L < M","non_ascii_suspect","flagged","","","","",""
"question","f9dd146b-e69b-4be1-a258-4cd4a74c5a29","2025","10","(I) x2 - 29x + 204 = 0 (II) y2 - 27y - 238 = 0","","","","","","",""
"question","014da164-6aad-4c6d-94d4-b82168b51031","2025","10","The sentiment index used for Micro and Small Enterprises in India is:","","spot_check","","","","easy",""
"question","973ddcbc-cece-4b4a-a7af-68995e6b34a0","2025","10","In the International Monetary Fund (IMF), the voting power of each member country is determined based on its:","no_primary_tag","flagged","","","","",""
"question","de687708-a770-48c6-9a16-d974a7d61068","2025","11","Which principle allows an insurer, after paying a claim, to recover the amount from the negligent third party?","","","","","","easy",""
"question","2f5f8353-833d-4f71-874b-8df5525e7fd8","2025","11","The SMILE Initiative (Support for Marginalized Individuals for Livelihood and Enterprise) is funded by which of the following organization?","","","","","","easy",""
"question","cb6ee9d8-bafc-4438-a5f1-2eac066749ea","2025","11","How many such pairs of digits are there in the number “275469813” each of which has as many digits between them in the given number (both fo","non_ascii_suspect","flagged","","","","",""
"question","9aae5caf-6e16-441e-8b87-d13cde48c999","2025","11","(I) x 2 - 21x + 68 = 0 (II) 2y2 + 11y - 63 = 0","","","","","","",""
"question","a18ce13b-3cf4-45ae-a33b-cb229f4ff5a4","2025","11","If a vehicle passes through a FASTag lane without a valid or sufficient FASTag balance, the toll operator is permitted to collect:","","","","","","easy",""
"question","6e7d7598-8cd4-4fbd-9c9b-1449519edb57","2025","12","Insurance for export credit risk to Indian exporters is mainly provided by:","","","","","","easy",""
"question","93f5cbaf-f456-4bbe-840c-02fb78124167","2025","12","Recently, Shri Sarbananda Sonowal has launched the _________ mobile app for the National Logistics Portal Marine.","suspicious_repeat_char","flagged","","","","",""
"question","a72a9ec9-81ab-4521-84e1-0cdc033d7cf3","2025","12","Who among the following persons have meeting in the same month?","","spot_check","","","","","[caselet] Ten persons, namely M, N, O, P, Q, R, S, T, U, and V, have a meeting on two different dates viz. 9th and 26th of five different months among March, April, June, July and September of the same year, but not necessarily in"
"question","6b7cb621-9e67-4c04-8bac-d1689fa4ce2f","2025","12","(I) x2 + 13x - 30 = 0 (II) y2 - 33y + 242 = 0","","spot_check","","","","",""
"question","a817ee74-0dee-4dfb-9c65-34108a7896a8","2025","12","In zero-trust network architecture, which statement summarises the core idea?","","","","","","easy",""
"question","7cbe7f31-0085-4656-9634-8f4bb29aab54","2025","13","Which Latin term expresses the principle of ‘utmost good faith’ in insurance?","non_ascii_suspect","flagged","","","","easy",""
"question","59848aeb-1935-4f93-bd4f-d101187f7223","2025","13","What is the total proposed corpus (original plus new allocation) for the Fund of Funds for Startups (FFS) following the recent expansion pro","","spot_check","","","","",""
"question","13452ac5-49dd-4413-a0a1-2453e00a4775","2025","13","The number of persons who have meeting between O and P is the same as between____ and ___?","suspicious_repeat_char","flagged","","","","","[caselet] Ten persons, namely M, N, O, P, Q, R, S, T, U, and V, have a meeting on two different dates viz. 9th and 26th of five different months among March, April, June, July and September of the same year, but not necessarily in"
"question","e2b40bd5-9651-46e0-94b1-fe9fac7670f0","2025","13","I. x2 -24x + 143 = 0 II. y2 - 21y + 90 = 0","","","","","","",""
"question","11a78081-3ae9-43a6-8817-a17f32c9833b","2025","13","Account Aggregator (AA) framework in India is based on the principle of:","","","","","","easy",""
"question","ede96521-727f-4e9c-8459-a754c6830909","2025","14","In insurance, ‘sundry overhead expenses’ are usually apportioned in the ratio of:","non_ascii_suspect;no_primary_tag","flagged","","","","medium",""
"question","82776a01-3fb3-439d-be6a-d706c842185d","2025","14","Consider the following statements regarding the Global Findex Database: 1. The database is published by the International Monetary Fund (IMF","non_ascii_suspect","flagged","","","","",""
"question","7a1d4e98-db99-4587-a9a2-2feb9a4e288f","2025","14","Who among the following people has a meeting immediately before V?","","","","","","","[caselet] Ten persons, namely M, N, O, P, Q, R, S, T, U, and V, have a meeting on two different dates viz. 9th and 26th of five different months among March, April, June, July and September of the same year, but not necessarily in"
"question","a291ac8b-fd71-4e27-bb75-1343ebaf912a","2025","14","(I) x2 - 22x + 57 = 0 (II) y2 - 41y + 420 = 0","","","","","","",""
"question","225f26f7-32ea-40f9-be5f-08c4eec3193a","2025","14","To improve financial inclusion, expand opportunities for innovation and enhance efficiency, which technology is highlighted in policy discus","","spot_check","","","","easy",""
"question","02395140-06dc-4e90-9a70-cadc46de65ce","2025","15","Chief Minister of particular state visited Gopalpur Industrial Park (GIP) in June and September 2025, marked the groundbreaking for several ","non_ascii_suspect","flagged","","","","",""
"question","ce0272eb-49ae-4e1e-bfba-5a7168c211d8","2025","15","Four of the following five are alike in a certain way and hence form a group. Find the one that doesn't belong to that group.","","","","","","","[caselet] Ten persons, namely M, N, O, P, Q, R, S, T, U, and V, have a meeting on two different dates viz. 9th and 26th of five different months among March, April, June, July and September of the same year, but not necessarily in"
"question","3e8f95c4-1d28-4363-bc5d-b8b4fafaa9b3","2025","15","I. x2 +5x - 36 = 0 II. y2 - 36y + 320 = 0","","","","","","",""
"question","b5c865ef-07d2-4168-b5f4-e48660e80736","2025","15","The RBI’s payments vision 2025 is popularly summarised as:","non_ascii_suspect","flagged","","","","easy",""
"question","90006ab3-7b74-4890-814d-bf3ce7a584f6","2025","16","What was the official theme adopted by the South African Presidency for the G20 Summit in 2025?","","","","","","",""
"question","ab69edb7-2254-411b-8352-3ca7b7ba6220","2025","16","Which of the following statements is correct?","","","","","","","[caselet] Ten persons, namely M, N, O, P, Q, R, S, T, U, and V, have a meeting on two different dates viz. 9th and 26th of five different months among March, April, June, July and September of the same year, but not necessarily in"
"question","3c93b6f4-3c25-469c-9fee-4b137ef1b8ed","2025","16","Ratio of income of Meenakshi to Priyanka is 10: 7 respectively while ratio of expenditure of Meenakshi to Priyanka is 3: 2 respectively. Inc","","","","","","",""
"question","8e7eb55a-6030-4baf-a0fa-19ff820f315e","2025","16","Minimum net owned funds required for an NBFC-P2P (Peer-to-Peer lending platform) is:","","","","","","hard",""
"question","22b6836d-6a5e-4f8b-ad93-4c92e257ef01","2025","17","The Government of Haryana signed the key agreements (State Support Agreement and Shareholder Agreement) for the Integrated Manufacturing Clu","","","","","","",""
"question","e041f0d2-9381-4a51-b343-71156541ef80","2025","17","In a certain code language, ""SURVEY"" is written as ""@2%¥&7"" ,""TROPIC"" is written as ""$%*#3!” and ""VAGUE"" is written as ""¥7?2&”. How is “PEAN","non_ascii_suspect","flagged","","","","",""
"question","317e8848-1491-426e-8946-5a12a75b2156","2025","17","Average salary of 30 workers of a company is Rs.5000 and is increased by Rs. (s + 500) when the salary of 10 new workers is added. If the av","","spot_check","","","","",""
"question","bd97710c-e8dc-423f-96a2-7bf5cbc2b079","2025","17","As per the applicable regulatory framework, a registered Research Analyst is required to maintain a deposit of:","","","","","","hard",""
"question","59ac78a0-98f3-4cc1-a7ac-ab49d70dcecb","2025","18","Who is the current Managing Director (MD) of the International Monetary Fund (since October 1, 2019)?","","","","","","",""
"question","06abf31b-cf25-4378-af7e-a6b411a1953d","2025","18","How many persons are sitting in the row?","","spot_check","","","","","[caselet] A certain number of persons are sitting in a linear row such that all of them are facing towards the north. M sits fourth to the left of O. N sits seventh to the right of M. The number of persons sitting between M and O "
"question","8a1217e4-8fbd-4ec6-81ac-82fda604fe88","2025","18","Set P contains 6 consecutive odd numbers and set Q contains 5 consecutive multiples of 3. Last element of set P is equal to the second eleme","","","","","","",""
"question","9952439a-0c69-4022-885e-9731cd1a94bd","2025","18","Under the IFSCA (Fund Management) Regulations, a Fund Management Entity (FME) operating in the Retail category in the International Financia","","","","","","hard",""
"question","d03498d3-7cdf-4524-8fac-517ccc943119","2025","19","What position did Maruti Suzuki achieve in the global ranking of automakers by market capitalization, as reported when it reached this new m","","","","","","",""
"question","1ecc2c85-c65b-41ca-8545-c8cb2b536e51","2025","19","How many people sit between R and S?","","","","","","","[caselet] A certain number of persons are sitting in a linear row such that all of them are facing towards the north. M sits fourth to the left of O. N sits seventh to the right of M. The number of persons sitting between M and O "
"question","38af2d28-40eb-470a-be82-837db25b98ba","2025","19","If the diameter of a circle is equal to the side of a square having perimeter 280 cm, then find the difference between the area of the squar","","","","","","",""
"question","9293eedc-e500-4e16-a6a0-c17a23b76fe9","2025","19","In the derivatives risk-management framework applicable to entities regulated by IFSCA, the primary purpose of initial margin is to:","","","","","","easy",""
"question","589f7065-5e9b-4d93-b97a-53c7ccc96692","2025","20","Which Indian state's Ministry of Urban Development and Housing recently released a draft policy for Transit-Oriented Development (TOD) with ","","spot_check","","","","",""
"question","79ecb601-c50b-4b3a-a966-8da23a3352d2","2025","20","Which of the following statements is/are true with respect to the final arrangement?","","","","","","","[caselet] A certain number of persons are sitting in a linear row such that all of them are facing towards the north. M sits fourth to the left of O. N sits seventh to the right of M. The number of persons sitting between M and O "
"question","3393b557-ccc0-4d15-8c22-76a84e15e650","2025","20","If the sale of Earbuds in May is increased by 44% as compared to that in previous month, then how many Earbuds sold from the store from Apri","","","","","","","[table] Directions (20- 21): Read the data carefully and answer the following questions. Following table represents the ratio of sale of Power bank to Earbuds in a store from May to October and the average sale of Power bank and"
"question","51c0d788-4c63-4a3d-b03a-8a8e339c6d08","2025","20","Which of the following best describes a swap used by financial institutions?","","spot_check","","","","easy",""
"question","a10ed26a-0fad-4804-a827-c4ba951c81bf","2025","21","Consider the following statements regarding the basic functions and identity of a Non-Banking Financial Company (NBFC): 1. An NBFC is a comp","","","","","","easy",""
"question","fbca4b0e-5d8d-4e12-954d-0d6c7b9a0526","2025","21","Statement: The school administration has decided to reduce the annual sports fee for students after receiving feedback that many parents fin","","","","","","",""
"question","2a2c658e-2101-400b-9c92-cf215e0feed5","2025","21","Sale of Power bank in September is increased or decreased by what percentage as compared to that in previous month?","","spot_check","","","","","[table] Directions (20- 21): Read the data carefully and answer the following questions. Following table represents the ratio of sale of Power bank to Earbuds in a store from May to October and the average sale of Power bank and"
"question","3f5ceaa7-9cfa-4659-aad5-5d88c9fcb99b","2025","21","Which broad technology is viewed as a key enabler in RBI’s payments vision to achieve ‘4Es’?","non_ascii_suspect","flagged","","","","easy",""
"question","be49aad0-1b25-4302-9a7c-b3688be62982","2025","22","Securities and Exchange Board of India (Sebi) has introduced a stricter framework to regulate intraday position limits in index options, aim","suspicious_repeat_char","flagged","","","","hard",""
"question","6075b01e-48e4-42c3-9c24-42750c702171","2025","22","Statement: Schools should make participation in at least one extracurricular activity compulsory for every student. Arguments: I. Yes, extra","","","","","","",""
"question","a9b65ed0-c6a2-4856-9d89-fe35c4f569ba","2025","22","If the price of one Power bank is Rs.40 and the price of one Earbuds is Rs.60 respectively, then find the earnings of the store on Power ban","","","","","","","[table] Directions (20- 21): Read the data carefully and answer the following questions. Following table represents the ratio of sale of Power bank to Earbuds in a store from May to October and the average sale of Power bank and"
"question","c8db1074-7078-4bd4-83a5-97c4a7d01cc5","2025","22","NaBFID has been primarily set up to:","","","","","","easy",""
"question","2ebee501-ad8d-441e-a172-3a69278efe7d","2025","23","Which of the following co-working space company in India successfully launched its Initial Public Offering (IPO) in July 2025?","","","","","","",""
"question","d1b1d912-4df5-4a98-b306-7b91df112514","2025","23","What is the ratio of sale of Power bank in June and October together to the sale of Earbuds in July and August together?","","","","","","","[table] Directions (20- 21): Read the data carefully and answer the following questions. Following table represents the ratio of sale of Power bank to Earbuds in a store from May to October and the average sale of Power bank and"
"question","420fb33f-ca5f-4025-9d31-2678fd477762","2025","23","Which of the following best captures a core objective of the Financial Stability and Development Council (FSDC)?","","","","","","easy",""
"question","ecb642a6-a60f-4f66-8876-16e5f88f3e00","2025","24","What does the term ""Pink Tax"" primarily refer to in the context of consumer economics?","","","","","","easy",""
"question","e41fbf74-5f44-41b1-9242-c141f65a137d","2025","24","In May, if the sale of Charger in the store is 2k + 100 and k + 50 more than the sale of Power bank and Earbuds respectively, then the value","","","","","","","[table] Directions (20- 21): Read the data carefully and answer the following questions. Following table represents the ratio of sale of Power bank to Earbuds in a store from May to October and the average sale of Power bank and"
"question","1f04125a-8023-4d8c-abe1-f0b0e166d93d","2025","24","Which principle, emphasised in policy discussions, states that a person is not considered at fault unless proved otherwise?","no_primary_tag","flagged","","","","easy",""
"question","1cd8de3d-d446-4551-8922-fe7b1f9c3796","2025","25","Which of the following sectors is allowed to have 100% FDI under the Automatic Route?","","","","","","medium",""
"question","9e9c8470-a799-4e81-bdf5-221c4bc343f2","2025","25","What is the average sale of Power bank in June, July and August?","","","","","","","[table] Directions (20- 21): Read the data carefully and answer the following questions. Following table represents the ratio of sale of Power bank to Earbuds in a store from May to October and the average sale of Power bank and"
"question","971626c4-4a08-45cd-b54f-dc40dcab7c38","2025","25","In business cycle analysis, ‘underlying cycle’ generally refers to:","non_ascii_suspect;no_primary_tag","flagged","","","","easy",""
"question","fcbbe22b-7642-4d0f-82f8-82a9b10ff657","2025","26","On MCX, the standard lot size of the Gold Mini futures contract is:","","","","","","hard",""
"tag","95b3f58e-d2fc-413f-8dae-7537e0bc4da3","2025","00d3f0d6-79a3-4c9b-a019-d0ac728fbb19","Digital Public Infrastructure and India Stack","","spot_check","","","","",""
"tag","2dd20b97-59ef-41e5-bce9-004d93855bee","2025","00d3f0d6-79a3-4c9b-a019-d0ac728fbb19","Digital Public Infrastructure and India Stack","","","","","","",""
"tag","5c5a0335-1ed3-4449-9a2f-57a28fde4aec","2025","013c3239-7b82-4bce-9e03-48c5ee614cef","Defined benefit vs defined contribution","","","","","","",""
"tag","88d12876-b6ff-42cd-95cc-da9e2bbc3065","2025","013c3239-7b82-4bce-9e03-48c5ee614cef","Defined benefit vs defined contribution","","","","","","",""
"tag","5e6338b3-5cb2-4e08-b3fd-fd16cd603093","2025","0140aef7-82c3-45de-be0d-e9286820ee7f","Odd-one-out within an arrangement","","","","","","",""
"tag","1af025cd-095d-4234-92cf-da7c81e49e02","2025","01f2ee8f-c655-4c2e-912e-e0f18a2d3201","Quadratic equations ΓÇö root comparison (x vs y)","","","","","","",""
"tag","23627817-13e2-4e37-99ba-f4e5b949dfcd","2025","01f2ee8f-c655-4c2e-912e-e0f18a2d3201","Quadratic equations ΓÇö root comparison (x vs y)","","","","","","",""
"tag","b468a4fd-8a10-45a9-81a9-b7550bc31c9a","2025","01f2ee8f-c655-4c2e-912e-e0f18a2d3201","Quadratic equations ΓÇö root comparison (x vs y)","","","","","","",""
"tag","dea4d05d-7cb4-4a6c-8de0-e376867b04ca","2025","01f2ee8f-c655-4c2e-912e-e0f18a2d3201","Quadratic equations ΓÇö root comparison (x vs y)","","","","","","",""
"tag","5e97987e-0e98-4c37-8022-023e7939e1b1","2025","01f2ee8f-c655-4c2e-912e-e0f18a2d3201","Quadratic equations ΓÇö root comparison (x vs y)","","","","","","",""
"tag","d1414c3a-2029-45d6-8f9f-e471cf494a53","2025","01f2ee8f-c655-4c2e-912e-e0f18a2d3201","Quadratic equations ΓÇö root comparison (x vs y)","","","","","","",""
"tag","95180204-236b-45fc-abf8-5a291ac4974f","2025","025a36aa-e8da-426c-a9b7-44f678eb17be","Cash and cash equivalents ΓÇö the three-month test","","","","","","",""
"tag","f69239ea-c87a-4f61-8d50-78dcca189e9a","2025","06786998-4834-4197-b8ac-20b6cd4f6991","Insurance and pension schemes","","","","","","",""
"tag","fd787620-924d-40d0-a584-cb09e2216789","2025","06c6dc13-3a3f-4af1-96a7-869e8708004e","Kurt Lewin styles ΓÇö autocratic, democratic, laissez-faire","","","","","","",""
"tag","60f197d5-f475-4a9e-a664-f7d638ef3f51","2025","092d9550-09b4-4f5a-a5b2-c1add1aac460","Profitability ratios ΓÇö GP, NP, EBIT margin, ROE, ROCE","","","","","","",""
"tag","542012fb-119c-4302-88f3-49232f1c95b6","2025","0e5b478f-5048-4be2-a4da-997415ef0843","Internal vs external factors affecting governance","","","","","","",""
"tag","80775992-5cc3-454d-88f0-b9e0d461bfd5","2025","10d8610d-9dbd-4f47-b301-1ed3c0d2dce6","Income, expenditure and savings","","","","","","",""
"tag","6ac859a6-4132-48d9-894b-7b3381490135","2025","1326ca6c-e981-4960-8229-e3e61c4b91ab","Current events of international importance","","","","","","",""
"tag","6de5ad1b-ceae-45f2-a761-535b692459d6","2025","1326ca6c-e981-4960-8229-e3e61c4b91ab","Current events of international importance","","","","","","",""
"tag","1833aa61-40ee-4b6e-b3bc-a093ffd7ab25","2025","1326ca6c-e981-4960-8229-e3e61c4b91ab","Current events of international importance","","","","","","",""
"tag","e3d90261-7425-42e5-a5a5-17d8e5ead38a","2025","1326ca6c-e981-4960-8229-e3e61c4b91ab","Current events of international importance","","spot_check","","","","",""
"tag","c771f30a-2a51-4314-8291-65bfe1ee198f","2025","1326ca6c-e981-4960-8229-e3e61c4b91ab","Current events of international importance","","","","","","",""
"tag","ea4c96e7-da6a-4385-90e8-614096e68163","2025","1326ca6c-e981-4960-8229-e3e61c4b91ab","Current events of international importance","","","","","","",""
"tag","33160c65-37f4-4b5e-aa69-e615b6b68adc","2025","1326ca6c-e981-4960-8229-e3e61c4b91ab","Current events of international importance","","","","","","",""
"tag","72cd114b-3f9b-4919-b9e7-9b260a927166","2025","15e5b403-5be3-49c4-a4c5-8c3805cc2694","RBI, SEBI, IRDAI, PFRDA ΓÇö mandate boundaries","","","","","","",""
"tag","b3f7898f-d0d4-4c7e-a9e4-cf65071f15c7","2025","15e5b403-5be3-49c4-a4c5-8c3805cc2694","RBI, SEBI, IRDAI, PFRDA ΓÇö mandate boundaries","","","","","","",""
"tag","b9afeb6c-1754-4c9c-b1e6-3de9afb6cf74","2025","15e5b403-5be3-49c4-a4c5-8c3805cc2694","RBI, SEBI, IRDAI, PFRDA ΓÇö mandate boundaries","","","","","","",""
"tag","606c0920-2f24-4b53-98ba-a07a7b5f75be","2025","15e7768f-f126-4030-a227-218a815ea259","Multi-chain inequality with linked variables","","","","","","",""
"tag","2fe1a1bd-d07e-4d6b-adba-b5fb267889b2","2025","15e7768f-f126-4030-a227-218a815ea259","Multi-chain inequality with linked variables","","","","","","",""
"tag","643afbf3-10f9-488b-b94d-9833b8cf687c","2025","15e7768f-f126-4030-a227-218a815ea259","Multi-chain inequality with linked variables","","","","","","",""
"tag","cf8f5786-83a0-41d2-b059-be082d81f9b9","2025","16630438-beb1-473f-b251-baccce8cd86a","Sets of consecutive and patterned numbers","","","","","","",""
"tag","4bc9ade3-19d9-4ee2-853c-4ef3c3f5a2a7","2025","1b09d755-6303-4c32-84b6-caae5d7f5b94","Cheque Truncation System","","","","","","",""
"tag","22e5a333-cc1d-4ac2-9914-eb19c1dfd5b1","2025","22f081a2-6718-436e-ac55-594bcf98fb5a","AS 2 ΓÇö inventories, NRV, abnormal wastage","","","","","","",""
"tag","15df1cc2-1bee-47a4-bcfb-cc3c9177ffa2","2025","263d8b96-85bb-4653-906a-e802e11dc9b2","Pricing","","","","","","",""
"tag","1616a268-590d-4482-b2a6-7e306f744539","2025","29439db3-323c-4aa1-9e65-313a22c6a8d3","Drucker on HRD interventions","","","","","","",""
"tag","039dff60-0871-4c8f-b6d6-323d3958befb","2025","2c0f28df-6ad1-4702-9008-5e671511e626","Asset classes E, C, G and A","","","","","","",""
"tag","f849b02d-1a45-42ec-b6df-5996e6bfe449","2025","2fe2dab9-4e8f-40b0-98f6-68c19bc64180","Vroom expectancy theory ΓÇö valence, instrumentality, expectancy","","","","","","",""
"tag","4f01c290-4085-4086-bd27-6628e58af7ec","2025","34f30d5e-67f3-4769-92d9-fa9109201d13","Gender issues and social justice","","","","","","",""
"tag","661efd3b-a5f8-4e7c-a198-f3c6a4ec4255","2025","34f30d5e-67f3-4769-92d9-fa9109201d13","Gender issues and social justice","","","","","","",""
"tag","c95aac1d-fd3c-4bb2-ab56-88afd96d0b6b","2025","390cb8c4-537c-469c-b3d1-14d9194d8cea","NPCI systems ΓÇö UPI, IMPS, NEFT, RTGS","","spot_check","","","","",""
"tag","df883318-8e81-4eda-8aa9-0ce7b320627d","2025","390cb8c4-537c-469c-b3d1-14d9194d8cea","NPCI systems ΓÇö UPI, IMPS, NEFT, RTGS","","","","","","",""
"tag","e6637b19-a9ab-477e-9849-ef3475714e49","2025","398e64eb-a793-4921-98a3-50bbdaf6976e","Credit guarantee and MSME schemes","","","","","","",""
"tag","39cc20de-edec-48b6-abd3-3d34adb8f882","2025","3cce1ed9-2cf1-4bcc-9d21-a121db409aaa","Budget concepts and approach","","","","","","",""
"tag","86854716-0b2c-4b1b-be2b-326b03ecfa8f","2025","3cce1ed9-2cf1-4bcc-9d21-a121db409aaa","Budget concepts and approach","","","","","","",""
"tag","c20df28f-c7c9-42ec-a110-3fbae2297f5c","2025","3f2a57b9-ea87-4d0e-9296-6651b115c149","Written answers to a passage","","","","","","",""
"tag","560022b0-458e-4c3a-84f2-35c378df7c03","2025","45fdd5a8-54b2-4f57-86f8-e3dbcb964dd9","AS 22 ΓÇö deferred tax","","","","","","",""
"tag","1b7489ab-6a84-40f0-bf97-6f524dba84de","2025","477e5dfd-2a09-4e42-9704-e6d82082e24d","Six Sigma ΓÇö DMAIC, belts, defect level","","","","","","",""
"tag","b2269219-7862-4426-9391-8e7931a9d8fe","2025","47d00077-5f85-ba3b-fc49-cf7405914aa2","Pr├⌐cis Writing","","","","","","",""
"tag","9fd39588-4355-4d8e-939d-dd3704aa5be4","2025","4ac5fc1d-9fcf-4772-bd60-d9cfa9f8e673","RBI Payments Vision and the 4Es","","","","","","",""
"tag","f895875d-fc9a-4e55-8abd-ef54e1764995","2025","4ac5fc1d-9fcf-4772-bd60-d9cfa9f8e673","RBI Payments Vision and the 4Es","","","","","","",""
"tag","b22250a4-8bf2-489f-9304-b6410fe647f3","2025","4b0f91f3-b058-4977-92ba-470bb7e6a44c","Hedging vs arbitrage vs speculation","","","","","","",""
"tag","5c6c1159-9500-4c90-bbb7-f287eef443ce","2025","4c625f60-1f43-4a4e-89b3-3b2de5a57a0f","Urbanisation and migration","","","","","","",""
"tag","8f2465fb-0558-463d-8f6c-43657cf51010","2025","4c625f60-1f43-4a4e-89b3-3b2de5a57a0f","Urbanisation and migration","","","","","","",""
"tag","6aa843ef-7be9-4d0c-ba98-7c2dc7eec74d","2025","528ffbb5-94cb-438d-a875-c854d0f65ec5","Averages ΓÇö simple and weighted","","","","","","",""
"tag","17b06b65-ff25-4558-a097-59795152bc26","2025","539e43d7-73e6-4a2a-a03f-fe99dcb282f6","Introduction to cost and management accounting","","","","","","",""
"tag","407e4e9d-0c92-4a39-9e15-da906ee5e5fd","2025","57fb49b3-fff9-4874-b1fc-232ce7be0044","Repo, tri-party repo and CROMS","","","","","","",""
"tag","df9f7fc1-9a61-4af3-a287-19a50bd088c8","2025","585243ac-4681-4b22-8891-b2fdb8e0253c","Just-in-Time and pull systems","","","","","","",""
"tag","a7ddd72c-2c16-4cbb-b63b-228b01d3759b","2025","585243ac-4681-4b22-8891-b2fdb8e0253c","Just-in-Time and pull systems","","","","","","",""
"tag","3000e07c-12b6-46dc-9abf-73dfde9c46ca","2025","5aad7b00-f39f-4f1e-8616-2737d2774da6","Principles of insurance","","spot_check","","","","",""
"tag","025b6331-814b-4b8b-8801-8a7729ab8d47","2025","5aad7b00-f39f-4f1e-8616-2737d2774da6","Principles of insurance","","","","","","",""
"tag","55e9b05b-1d9c-440c-9962-adbb97b926f6","2025","5aad7b00-f39f-4f1e-8616-2737d2774da6","Principles of insurance","","","","","","",""
"tag","2bd9c4c6-5963-42c5-b3d0-62c512235b9b","2025","5aad7b00-f39f-4f1e-8616-2737d2774da6","Principles of insurance","","","","","","",""
"tag","059f7ea4-01bd-4d3b-94d8-ed3565e0c174","2025","6004727f-31a9-4a63-a609-693a26becfa8","Circuit breakers and trading halts","","","","","","",""
"tag","693fcfeb-0dd5-42bb-ab8d-6eed2a73738a","2025","63d77db8-f362-4083-86f3-74293a2f5b78","Koontz and O'Donnell on the manager's function","","","","","","",""
"tag","65887c2d-e45e-40c1-8d23-c9a9de61f914","2025","63d9ed95-155f-b31b-acd8-3bb63b0bbb76","Essay Writing","","","","","","",""
"tag","b5f3b851-1505-4dbb-bdc4-f6a77271b898","2025","69cdc941-3ceb-4237-a49f-35d9407e4d12","Fund flow ΓÇö sources and applications","","","","","","",""
"tag","6a1b591f-b821-45b0-9687-3359f2a99963","2025","6e107aa5-c9e0-4888-a7e9-862e98bea935","Month and date scheduling puzzle","","","","","","",""
"tag","80c70c24-2d92-4c67-9d23-c25645bd0d4d","2025","6e107aa5-c9e0-4888-a7e9-862e98bea935","Month and date scheduling puzzle","","","","","","",""
"tag","8bf10133-d04e-4a03-9a88-c57ca70b935e","2025","6e107aa5-c9e0-4888-a7e9-862e98bea935","Month and date scheduling puzzle","","","","","","",""
"tag","d3666444-047b-41a4-ab59-4dd0913338d4","2025","6e107aa5-c9e0-4888-a7e9-862e98bea935","Month and date scheduling puzzle","","","","","","",""
"tag","348554ab-375a-4652-af55-0f8be3977226","2025","71b06075-f4d6-4b04-8921-30d18492f18a","Current events of national importance","","","","","","",""
"tag","7758ecf1-8b70-4b03-931a-26d2795ee261","2025","71b06075-f4d6-4b04-8921-30d18492f18a","Current events of national importance","","","","","","",""
"tag","839d1c8b-041e-4c40-b6fa-01abc83fdc39","2025","71b06075-f4d6-4b04-8921-30d18492f18a","Current events of national importance","","","","","","",""
"tag","740bb837-0472-496e-90d3-bd5aa39f6102","2025","71b06075-f4d6-4b04-8921-30d18492f18a","Current events of national importance","","","","","","",""
"tag","95da066d-2d9f-48d7-9b8d-52fc85304c64","2025","71b06075-f4d6-4b04-8921-30d18492f18a","Current events of national importance","","","","","","",""
"tag","0231409a-b1a0-4330-9f02-a88a81b316fd","2025","71b06075-f4d6-4b04-8921-30d18492f18a","Current events of national importance","","","","","","",""
"tag","780c4485-40ce-4d49-b6f8-290101d3f5a5","2025","71b06075-f4d6-4b04-8921-30d18492f18a","Current events of national importance","","","","","","",""
"tag","7f0cfac6-64b9-45cf-90fc-f469759a371d","2025","71b06075-f4d6-4b04-8921-30d18492f18a","Current events of national importance","","","","","","",""
