subject,subject_id,paper_code,phase,question_number,display_order,source_question_ref,topic,microtopic,microtopic_slug,question_id,stem_excerpt
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,168,8,ARD-2022-Q168,Horticulture and Plantation Crops,Plant propagation methods,ard-plant-propagation-methods-51e57982,,Q.168) Grape is vegetatively propagated through which of the following methods -
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,169,9,ARD-2022-Q169,"Animal Husbandry, Dairy and Poultry",Dairy physiology and milk production,ard-dairy-physiology-and-milk-production-67b5201e,,Q.169) Process of formation of mammary glands in cow is called
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,170,10,ARD-2022-Q170,Fisheries and Aquaculture,Fisheries institutions and marine exports,ard-fisheries-institutions-and-marine-exports-48791a80,,"Q.170)The nodal agency for the holistic development of seafood industry, including export of marine products in India is"
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,171,11,ARD-2022-Q171,Fisheries and Aquaculture,"Fish species, breeds and migration",ard-fish-species-breeds-and-migration-d80fedd9,,Q.171) An exotic fish which adapted to Indian conditions
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,172,12,ARD-2022-Q172,Forestry and Agroforestry,Agroforestry systems,ard-agroforestry-systems-ef1aa2d0,,Q.172) Which of the following agroforestry system is a combination of Agri-silviculture and Silvi- pasture where the lan
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,173,13,ARD-2022-Q173,"Soil Science, Water and Agro-meteorology",Soil physical properties and soil moisture,ard-soil-physical-properties-and-soil-moisture-6599130c,,"Q.173) A condition in which micro pores of soil are filled with water due to rain or irrigation, it is called"
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,174,14,ARD-2022-Q174,Plant Protection and Crop Health,Crop diseases and their causal agents,ard-crop-diseases-and-their-causal-agents-b59ad874,,Q.174) A disease of citrus plants in which cracks develop in the bark and sap oozes out. Profuse gumming on the surface 
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,175,15,ARD-2022-Q175,"Animal Husbandry, Dairy and Poultry",Livestock sector contribution and statistics,ard-livestock-sector-contribution-and-statistics-e5b03188,,Q.175) GVA of livestock has been increased from 24.32% in 2014-15 to ……………in 2018-19
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,176,16,ARD-2022-Q176,"Soil Science, Water and Agro-meteorology",Irrigation methods,ard-irrigation-methods-d3bd948d,,Q.176) ___ is an irrigation method which resembles natural rainfall. It reduces labor cost and land used in bunding and 
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,177,17,ARD-2022-Q177,"Animal Husbandry, Dairy and Poultry",Poultry production and management,ard-poultry-production-and-management-23203b34,,Q.177) Incubation period of broiler ………….? 347 | P a g e
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,178,18,ARD-2022-Q178,"Soil Science, Water and Agro-meteorology",Soil physical properties and soil moisture,ard-soil-physical-properties-and-soil-moisture-6599130c,,Q.178) The light soil which need frequent irrigation and have low water retention capacity are
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,179,19,ARD-2022-Q179,Plant Protection and Crop Health,Crop diseases and their causal agents,ard-crop-diseases-and-their-causal-agents-b59ad874,,"Q.179) Bunchy top of banana, caused due to virus, is transmitted by"
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,180,20,ARD-2022-Q180,"Animal Husbandry, Dairy and Poultry",Poultry production and management,ard-poultry-production-and-management-23203b34,,Q.180) A chicken that is raised specially for meat production?
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,181,21,ARD-2022-Q181,"Animal Husbandry, Dairy and Poultry",Animal breeding methods,ard-animal-breeding-methods-4fd2ac1c,,Q.181) A crossing of two or more breeds and alternately mating the hybrid females over several generations with males of
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,182,22,ARD-2022-Q182,"Animal Husbandry, Dairy and Poultry",Animal breeding methods,ard-animal-breeding-methods-4fd2ac1c,,Q.182) Inter breeding of individuals of same breed which do not have common ancestors for 4 to 5 generations?
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,183,23,ARD-2022-Q183,"Soil Science, Water and Agro-meteorology",Soil conservation and erosion control,ard-soil-conservation-and-erosion-control-b50e6128,,"Q.183)The method of farming which involves cultivating a field partitioned into long, narrow strips which are alternated"
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,184,24,ARD-2022-Q184,Agronomy and Crop Production,Cropping systems and cropping patterns,ard-cropping-systems-and-cropping-patterns-97da95cc,,Q.184) ___ refers to the intensification of cropping in sequence on the same field per year the succeeding crop is plant
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,185,25,ARD-2022-Q185,"Agricultural Engineering, Mechanisation and Extension",Extension teaching methods,ard-extension-teaching-methods-d65b9d96,,Q.185) Which method of extension is used for teaching a group of people new techniques and practices like preparing nurs
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,186,26,ARD-2022-Q186,Fisheries and Aquaculture,Fisheries schemes and sector development,ard-fisheries-schemes-and-sector-development-9a439d6d,,Q.186) A flagship scheme of government which focuses on harnessing fisheries sector potential and aims to double the fis
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,187,27,ARD-2022-Q187,Horticulture and Plantation Crops,Plant propagation methods,ard-plant-propagation-methods-51e57982,,Q.187) A lateral branch arising from the base of main stem and which is used for propagation of some fruit plants is
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,188,28,ARD-2022-Q188,Agronomy and Crop Production,Plant morphology and reproduction,ard-plant-morphology-and-reproduction-11c20a19,,Q.188) The transfer of pollens from the stamen to the stigma of the same flower or the stigma of another flower on same 
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,189,29,ARD-2022-Q189,"Agricultural Economics, Credit and Marketing",Minimum Support Price and procurement,ard-minimum-support-price-and-procurement-08bf1b90,,Q.189) Government of India announce MSP on the recommendation of
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,190,30,ARD-2022-Q190,"Agricultural Economics, Credit and Marketing",Minimum Support Price and procurement,ard-minimum-support-price-and-procurement-08bf1b90,,Q.190) MSP of Tur (Arhar) for the Kharif marketing season 2022-23 is Rs. ___
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,191,31,ARD-2022-Q191,"Agricultural Engineering, Mechanisation and Extension",Agricultural research and extension system,ard-agricultural-research-and-extension-system-ef3db2e9,,"Q.191) Which of the following forms a part of National Agricultural Research System (NARS), aimed at assessment of locat"
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,192,32,ARD-2022-Q192,"Rural Development, Schemes and Institutions",Rural housing (PMAY-G),ard-rural-housing-pmay-g-d529747c,,"Q.192) Under PMAY- G, the size of a unit house, which includes a hygienic place for cooking is __"
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,193,33,ARD-2022-Q193,Agronomy and Crop Production,"Seed production, classes and certification",ard-seed-production-classes-and-certification-3edec708,,Q.193) A pure seed of improved variety which is produced under the supervision of plant Breeder. It is used for the prod
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,194,34,ARD-2022-Q194,"Agricultural Engineering, Mechanisation and Extension",Precision agriculture and digital tools,ard-precision-agriculture-and-digital-tools-67493941,,"Q.194) A farming technique in which we make use of high technology sensor and analysis tools to identify, analyse and ma"
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,195,35,ARD-2022-Q195,"Soil Science, Water and Agro-meteorology",Irrigation engineering and lift irrigation,ard-irrigation-engineering-and-lift-irrigation-c3515ee1,,"Q.195) In Lift Irrigation Project, the total head is ___"
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,196,36,ARD-2022-Q196,Agronomy and Crop Production,Crop production statistics and leading states,ard-crop-production-statistics-and-leading-states-76bd8597,,"Q.196) According to 3rd Advance estimate of foodgrain production 2021-22, the total food grain production has been estim"
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,197,37,ARD-2022-Q197,Fisheries and Aquaculture,Fisheries institutions and marine exports,ard-fisheries-institutions-and-marine-exports-48791a80,,Q.197) ____ established by MPEDA as an outreach organization for uplifting the livelihood of small-scale farmers through
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,198,38,ARD-2022-Q198,"Rural Development, Schemes and Institutions",Rural demography and census,ard-rural-demography-and-census-5176c982,,"Q.198) According to Census 2011, what is the percentage of the rural workforce?"
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,199,39,ARD-2022-Q199,"Rural Development, Schemes and Institutions",Rural roads and PMGSY,ard-rural-roads-and-pmgsy-2cb50665,,Q.199)Identify the scheme which consolidate the existing rural road network by upgradation of existing ‘Through Routes’ 
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-EVENING,1,200,40,ARD-2022-Q200,"Rural Development, Schemes and Institutions",Self-help groups and DAY-NRLM,ard-self-help-groups-and-day-nrlm-e87b9d68,,Q.200) Under the scheme DAY NRLM short term loans of Rs. 3 lakh are given to SHGs. It has a provision of additional inte
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-MORNING,1,161,1,ARD-2022-Q161,"Agricultural Economics, Credit and Marketing",Production economics and factors of production,ard-production-economics-and-factors-of-production-fffc9645,,"Q.161) When major output is expected from per unit input focus is on factor of production (Land, Labour, Capital, Enterp"
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-MORNING,1,162,2,ARD-2022-Q162,"Agricultural Economics, Credit and Marketing",Minimum Support Price and procurement,ard-minimum-support-price-and-procurement-08bf1b90,,Q.162) MSP of Lentil of Rabi Marketing Season (2020-21) is __________.
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-MORNING,1,163,3,ARD-2022-Q163,"Rural Development, Schemes and Institutions",MGNREGA,ard-mgnrega-e34273e0,,Q.163) Apna Khet Apna Kaam is the scheme of under MGNREGA in which of the following state?
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-MORNING,1,164,4,ARD-2022-Q164,"Animal Husbandry, Dairy and Poultry",Livestock reproduction and gestation,ard-livestock-reproduction-and-gestation-af5125a2,,Q.164) Gestation period of Sheep is ____________.
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-MORNING,1,165,5,ARD-2022-Q165,"Agricultural Engineering, Mechanisation and Extension",Agricultural education and institutions,ard-agricultural-education-and-institutions-24849997,,Q.165) Agriculture education day is celebrated on the birth anniversary of _______________.
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-MORNING,1,166,6,ARD-2022-Q166,Agronomy and Crop Production,Organic and natural farming,ard-organic-and-natural-farming-dd64ed70,,"Q.166) A production system which avoids or largely excludes the use of synthetically compounded fertilizers, pesticides,"
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-MORNING,1,167,7,ARD-2022-Q167,"Animal Husbandry, Dairy and Poultry",Poultry breeds,ard-poultry-breeds-97ff7bd1,,Q.167) The popular breed of poultry which belongs to Italy.
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-MORNING,1,168,8,ARD-2022-Q168,Horticulture and Plantation Crops,"Post-harvest physiology, maturity and ripening",ard-post-harvest-physiology-maturity-and-ripening-b99c260f,,"Q.168) The process by which fruits attain their desirable flavour, quality, colour, palatable nature and other textural "
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-MORNING,1,169,9,ARD-2022-Q169,"Animal Husbandry, Dairy and Poultry",Dairy physiology and milk production,ard-dairy-physiology-and-milk-production-67b5201e,,Q.169) Process of drop down of milk after the stimulation of oxytocin
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-MORNING,1,170,10,ARD-2022-Q170,"Soil Science, Water and Agro-meteorology","Plant nutrients, their functions and deficiency symptoms",ard-plant-nutrients-their-functions-and-deficiency-symptoms-55b74392,,"Q.170) Development of interveinal chlorosis from bottom to top in later stages, purple colour and bronzing ultimately dr"
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-MORNING,1,171,11,ARD-2022-Q171,Agronomy and Crop Production,Plant morphology and reproduction,ard-plant-morphology-and-reproduction-11c20a19,,Q.171) The modified stem that grow horizontally on the ground or below the ground are called___________.
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-MORNING,1,172,12,ARD-2022-Q172,"Agricultural Economics, Credit and Marketing",e-NAM and agricultural marketing platforms,ard-e-nam-and-agricultural-marketing-platforms-3c1c5ff6,,Q.172) __________ is a pan -India electronic trading portal which networks the existing APMC mandis to create a unified 
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-MORNING,1,173,13,ARD-2022-Q173,"Rural Development, Schemes and Institutions",Rural demography and census,ard-rural-demography-and-census-5176c982,,"Q.173) According to the census of India 2011, What is the Percentage of Rural Population of India"
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-MORNING,1,174,14,ARD-2022-Q174,"Agricultural Economics, Credit and Marketing",Agriculture's contribution to gross value added,ard-agriculture-s-contribution-to-gross-value-added-22099611,,Q.174) Contribution of agriculture and allied sector in Gross Value Added (GVA) for the 2021-22__________.
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-MORNING,1,175,15,ARD-2022-Q175,"Agricultural Economics, Credit and Marketing",Farm management and cost accounting,ard-farm-management-and-cost-accounting-315421ce,,"Q.175) In tractor economy, which of the following will be considered as fixed cost?"
Agriculture & Rural Development,dd3d3bf2-9da6-4525-a19f-48bf047adb35,NABARD-P1-ARD-2022-MORNING,1,176,16,ARD-2022-Q176,"Soil Science, Water and Agro-meteorology","Manures, fertilizers and biofertilizers",ard-manures-fertilizers-and-biofertilizers-baa7d9d5,,"Q.176) Substances that contain microorganisms, which when added to the soil increase its fertility and promotes plant gr"
