group,id,verdict,fact,source,note
CA-A,CAA-066,fix_needed,s.123(1)(a) proviso: unrealised/notional/FV gains excluded; fourth proviso to s.123(1): b/f losses and unprovided depreciation set off against current profit,https://www.indiacode.nic.in/handle/123456789/2114,"Key C (Rs 6.5 cr) correct. Citation fix: the unrealised-gain exclusion is a proviso to s.123(1)(a), not an 'Explanation'; the loss/arrear-depreciation set-off is the fourth proviso to s.123(1) (not 'first proviso-type'). Ref should read 's.123(1)(a) proviso and fourth proviso to s.123(1)'."
CA-A,CAA-091,fix_needed,"s.53(2) void; s.53(3) penalty up to amount raised or Rs 5 lakh, whichever less, refund with 12% p.a. interest",https://ca2013.com/prohibition-on-issue-of-shares-at-discount/,Key A correct. Ref/explanation wrongly say s.53(3) was amended by the Companies (Amendment) Act 2020; it was substituted by the Companies (Amendment) Act 2019 (w.e.f. 2 Nov 2018). Change '(amended by Companies (Amendment) Act 2020)' to '(substituted by Companies (Amendment) Act 2019)'.
CA-A,CAA-104,fix_needed,NCLAT Chairperson holds office till 70 (members 67),https://api.sci.gov.in/supremecourt/2021/20410/20410_2021_1_1502_66136_Judgement_19-Nov-2025.pdf,"Key B (70) still correct, but ref 'Tribunal Reforms Act 2021 s.5' is no longer a valid basis: ss.3(1), 3(7), 4, 5, 6, 7(1) and 33 of the TRA 2021 were struck down in Madras Bar Association v. Union of India, 2025 INSC 1330 (19 Nov 2025); tenure/age now governed by the MBA-IV/V directions (Chairperson 70, Members 67). Update ref/explanation (drop 'retained under TRA 2021 s.5')."
CA-A,CAA-105,fix_needed,"s.411(1) Chairperson SC Judge/HC Chief Justice; age limits Chairperson 70, Members 67",https://api.sci.gov.in/supremecourt/2021/20410/20410_2021_1_1502_66136_Judgement_19-Nov-2025.pdf,"Key A correct. Ref 'Tribunal Reforms Act 2021 s.5' struck down by SC in Madras Bar Association v. UoI (2025 INSC 1330, 19 Nov 2025); cite MBA-IV/V directions (and s.413 as enacted) for 70/67 instead."
CA-B,CAB-002,fix_needed,s.123(1): proviso to cl.(a) excludes unrealised/fair-value gains; 4th proviso ('Provided also that no company shall declare dividend unless carried over previous losses and depreciation not provided... are set off'),https://ca2013.com/declaration-of-dividend/,Key D (Rs 5.50 cr) correct. Explanation step 3 cites 'third proviso' for set-off of b/f losses and arrear depreciation; the third proviso is the free-reserves-only bar. Change to 'fourth (last) proviso to s.123(1)'; and describe the unrealised-gain exclusion as 'proviso to s.123(1)(a)' rather than 'first proviso' (first proviso is transfer to reserves).
CA-B,CAB-039,fix_needed,s.188(1): 2nd proviso = related-party member cannot vote; 3rd proviso = 90%-relatives exemption; 4th proviso = ordinary course + arm's length carve-out; s.188(3) ratification within 3 months,https://ca2013.com/188-related-party-transactions/,Key C correct. Explanation mis-numbers provisos: voting bar is the SECOND proviso (not fourth); ordinary-course/arm's-length carve-out is the FOURTH proviso (not 'Explanation (b)/fifth proviso'; Explanation (b) only defines arm's length).
CA-B,CAB-046,fix_needed,"s.42(3): offer to identified persons, no right of renunciation; s.42(4): payment by cheque/DD/banking channel, not cash; PAS r.14 PAS-4",https://ca2013.com/offer-or-invitation-for-subscription-of-securities-on-private-placement/,Key B correct. Explanation/ref cite s.42(7) for non-renounceability; after the 2017 substitution s.42(7) bars public advertisements. Cite s.42(3) (and PAS r.14) for 'no right of renunciation'.
CA-B,CAB-055,fix_needed,s.31: SEBI-specified classes may file shelf prospectus; validity <= 1 yr from first offer; information memorandum before subsequent offers,https://www.indiacode.nic.in/handle/123456789/2114,"Key B correct. Stem premise is loose: a public sector (nationalised) bank is not a company under the Companies Act, so s.31 does not strictly apply to it. Reword stem to 'A company eligible under SEBI regulations files a shelf prospectus under s.31'."
CA-B,CAB-061,fix_needed,PAS r.11(1): application money repaid within 15 days of closure; officers in default liable with 15% p.a. interest,https://ca2013.com/rule-11-companies-prospectus-and-allotment-of-securities-rules2014/,"Key B (Rs 5,91,781) correct. Explanation cites Rule 11(2); the refund/15% interest provision is Rule 11(1) (r.11(2) only requires refund to the remitting bank account). Change to 'Rule 11(1)'."
CA-B,CAB-064,fix_needed,s.77(1) as amended 2019: 30 days; 1st proviso cl.(b) up to 60 days with additional fees; 2nd proviso cl.(b) further 60 days with ad valorem fees,https://ca2013.com/duty-to-register-charges-etc/,Key A correct. Explanation says 'Third proviso' for the ad valorem further-60-day window; it is clause (b) of the SECOND proviso. The third proviso is the saving of rights acquired before registration.
CA-B,CAB-066,fix_needed,SCD r.18(7)(b)(iv)(B): unlisted (non-NBFC/HFC) DRR 10% of outstanding debentures; r.18(7)(b)(v): invest/deposit >= 15% of debentures maturing next year by 30 April,https://indiankanoon.org/doc/120809988/,"Key D correct (DRR Rs 5.00 cr; deposit Rs 3.00 cr). Explanation cites 'Rule 18(7)(vii)', which does not exist; the 15%-by-30-April requirement is Rule 18(7)(b)(v) (as amended 16-08-2019)."
CA-B,CAB-070,fix_needed,SCD r.6(2)(c): duplicate certificate (lost/destroyed) within 3 months (unlisted) / 45 days (listed) of submission of complete documents; r.6(1) renewal on surrender has no 30-day limit; r.6(3) is the register (SH-2),https://indiankanoon.org/doc/198361721/,"Keyed C is the best option only for the lost/destroyed limb (3 months for an unlisted company). The '30 days for defaced/mutilated' limb has no basis in current Rule 6, and the explanation's cite 'Rule 6(3)(a)' is wrong (r.6(3) covers the SH-2 register). Fix: cite Rule 6(2)(c). Reword option C to '3 months from submission of complete documents (unlisted company)', or restrict the stem to a lost certificate."
CA-B,CAB-081,fix_needed,"s.103(2)(a),(b) adjournment/cancellation; proviso 3 days' notice; s.103(3) members present are quorum at adjourned meeting",https://www.indiacode.nic.in/handle/123456789/2114,"Key D correct. Explanation attributes 'at the adjourned meeting members present shall be the quorum' to s.103(2)(b); it is s.103(3) (s.103(2)(b) is cancellation of a requisitioned meeting). Fix the cite (and ref to s.103(2),(3))."
CA-B,CAB-095,fix_needed,Appointment Rules r.3 proviso: woman-director vacancy filled by later of next Board meeting or 3 months; SEBI LODR reg.17(1E) (2023): listed entity must fill director vacancy within 3 months where composition (incl. woman director under reg.17(1)(a)) is breached,https://taxguru.in/sebi/sebi-notifies-second-amendment-regulations-2023-listing-obligations-disclosure-requirements.html,"Answer C (20 Aug 2026) is right under the Rule 3 proviso alone. But Aditi Pharma is LISTED, and LODR reg.17(1E) makes it fill the vacancy within 3 months, i.e. by 1 Aug 2026 (option A), so two options can be defended. Fix: make the company an unlisted public company with PUC >= Rs 100 cr, or add 'ignore SEBI LODR'."
CA-B,CAB-100,fix_needed,s.419(2): Principal Bench at New Delhi presided by President; s.419(3): Bench of one Judicial + one Technical member; s.424(1) not bound by CPC; IBC s.60,https://ca2013.com/419-benches-of-tribunal/,"Key B correct. Explanation swaps the cites: Principal Bench is s.419(2) (not s.419(1),(3)); two-member bench composition is s.419(3) (not s.419(2))."
CA-B,CAB-117,fix_needed,Audit Rules r.7(2): ADT-2 application within 30 days of Board resolution; r.7(3): GM within 60 days of CG approval,https://ca2013.com/rule-7-companies-audit-auditors-rules2014/,Key A correct. Explanation cites Rule 7(1) for 30 days and 7(2) for 60 days; the correct cites are Rule 7(2) (30 days) and Rule 7(3) (60 days). Rule 7(1) only prescribes Form ADT-2 and the fee.
CA-B,CAB-122,fix_needed,s.42(8) PAS-3 within 15 days; s.42(6) proviso separate bank account; s.42(4) proviso no utilisation until allotment and return filed; PAS r.9A demat,https://ca2013.com/offer-or-invitation-for-subscription-of-securities-on-private-placement/,"Key B correct. Minor cite gap: the bar on using money 'until allotment is made and the return of allotment is filed' comes from the proviso to s.42(4), not s.42(6). s.42(6) covers the separate bank account and the 60-day allotment limit. Add s.42(4) to the ref/explanation."
ECO,ECO-003,fix_needed,GVA_BP = GVA_FC + production taxes - production subsidies; GDP = sum GVA_BP + product taxes - product subsidies (SNA 2008),https://www.mospi.gov.in/uploads/announcements/announcements_1772117257791_84ae898f-7be2-4b7d-a135-565e1a809513_FAQ_GDP_26022026_1902.pdf,"Ref cites '2011-12 series methodology'; MoSPI released the new GDP series (base 2022-23, still SNA 2008) on 27 Feb 2026. Update ref to 'SNA 2008 / MoSPI national accounts (base 2022-23 series)'. Key and concept unchanged."
ECO,ECO-027,fix_needed,"GVA_BP = GVA_FC + production taxes - production subsidies = 20,350",https://www.mospi.gov.in/uploads/announcements/announcements_1772117257791_84ae898f-7be2-4b7d-a135-565e1a809513_FAQ_GDP_26022026_1902.pdf,"Ref cites '2011-12 series methodology'; MoSPI released the new GDP series (base 2022-23, still SNA 2008) on 27 Feb 2026. Update ref to 'SNA 2008 / MoSPI national accounts (base 2022-23 series)'. Key and concept unchanged."
ECO,ECO-193,fix_needed,"RBI Act s.45ZB: MPC of six (Governor, DG in charge of monetary policy, one RBI officer nominated by Central Board, three Central Govt appointees); s.45ZI: quorum 4 incl. Governor/DG, majority vote, Governor's second/casting vote",https://ies.gov.in/arthapedia/concept/monetary-policy-committee-mpc,"Key B correct. Explanation attributes quorum to s.45ZB; quorum, majority voting and casting vote are in s.45ZI (meetings). Change to 's.45ZB: six members; s.45ZI: quorum four including the Governor (or DG in his absence), majority decision, Governor's casting vote on a tie'."
FIN-A-C,FINA-132,fix_needed,"LODR Reg 40(1): transfers only in demat from 1 Apr 2019; proviso substituted by LODR (Amendment) Regs 24 Jan 2022 - transmission or transposition also to be effected only in demat form (reaffirmed in LODR Amendment 2026, 20 Jan 2026)",https://taxguru.in/sebi/sebi-listing-obligations-disclosure-requirements-amendment-regulations-2022.html,"Key D stands (R is an accurate account of the 2019 change). But explanation 'Transmission/transposition exempted' is outdated: since 24 Jan 2022 transmission/transposition must also be effected only in demat form. Fix explanation (and optionally R's parenthetical: 'from 1 April 2019 ... (transmission/transposition too, since January 2022)')."
FIN-A-C,FINA-150,fix_needed,"ICDR Reg 32(1): QIB <= 50% of net offer; anchors up to 60% of QIB portion; post ICDR (Third Amendment) Regs 2025 (w.e.f. ~30 Nov 2025) 40% of anchor portion reserved - one-third for domestic MFs, balance for life insurers/pension funds",https://taxguru.in/sebi/sebi-issue-capital-disclosure-requirements-third-amendment-regulations-2025.html,"Key A (1.80 cr; MF 0.60 cr) still correct. Stem assumption/explanation 'one-third of anchor portion reserved for domestic MFs' is incomplete under current ICDR: total anchor reservation is 40% (1/3 MFs + ~6.67% life insurers & pension funds, unsubscribed part flows to MFs). Update the assumption line to reflect the 40% reservation (MF minimum stays 0.60 cr; LI/PF 0.12 cr)."
FIN-A-C,FINA-158,fix_needed,CBDT & CBIC under Central Boards of Revenue Act 1963; GST Council Art 279A; ITAT second appellate authority on facts,https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/appeals-and-revisions,"Key D correct. Ref cites Income-tax Act 1961 s.252, repealed w.e.f. 1 Apr 2026; update ref to the Appellate Tribunal provisions of the Income-tax Act 2025 (Chapter on appeals; appeal to Tribunal is s.362, old s.253)."
FIN-B,FINB-019,fix_needed,NCS Regs 2021: NCRPS min tenure 3 yrs; public issue of NCRPS needs rating >= AA-; Chapter V of NCS Regs expressly covers perpetual non-cumulative preference shares (PNCPS) and perpetual debt instruments issued by banks/NBFCs etc. (SEBI circular Feb 2023),https://www.scconline.com/blog/post/2023/02/10/sebi-clarified-on-issuance-and-listing-of-perpetual-debt-instruments-perpetual-non-cumulative-preference-shares-and-similar-instruments-under-chapter-v-of-sebi-issue-and-listing-of-non-convertible-sec/,"Key A defensible (a 'perpetual NCRPS' is a contradiction), but explanation is wrong to say perpetual preference shares fall outside the NCS framework - PNCPS issued by banks/NBFCs are governed by Chapter V of the NCS Regs. Fix: reword statement 3 to 'NCRPS may be issued with no redemption date' and change explanation to 'NCRPS must be redeemable; perpetual instruments (PNCPS/PDIs) are a separate class permitted only for banks/NBFCs etc. under Chapter V'."
FIN-B,FINB-032,fix_needed,"SCRR Rule 19(2)(b) as amended 13 Mar 2026: <=Rs1,600 cr: 25%; Rs1,600-4,000 cr: Rs400 cr; Rs4,000-50,000 cr: 10%; Rs50,000 cr-1 lakh cr: Rs1,000 cr and >=8%; Rs1-5 lakh cr: Rs6,250 cr and >=2.75%; >Rs5 lakh cr: Rs15,000 cr and >=1% (min 2.5%)",https://trilegal.com/knowledge-repository/trilegal-update-revisiting-minimum-public-shareholding-and-minimum-public-offer-requirements-the-scrr-amendments-2026/,"Key A (Rs400 cr) still correct. Explanation's slab '> Rs4,000 cr to Rs1 lakh cr -> 10%' is outdated after SCRR Amendment Rules 2026: 10% now applies only to Rs4,000-50,000 cr; add the new slabs and cite 'SCRR Rule 19(2)(b) as amended March 2026'."
FIN-B,FINB-159,fix_needed,SEBI Categorisation and Rationalisation circular 26 Feb 2026 (supersedes 2017/2020): large cap >=80% large caps; mid cap >=65% mid caps; multi cap >=25% each in large/mid/small; focused <=30 stocks (min equity raised to 80%),https://www.sebi.gov.in/legal/circulars/feb-2026/categorization-and-rationalization-of-mutual-fund-schemes_99983.html,"Key B still correct, but ref cites superseded Oct 2017/Sep 2020 circulars; update ref to SEBI circular dated 26 Feb 2026 and note focused funds now need >=80% equity."
